날짜,리뷰
2021.09.24,생각보다 더 수납 공간이 널널하고 휘뚜루마뚜루 들고 다니기 편해요!!
2021.09.22,생각보다 가방이 그렇게크진않지만 수납공간이 꽤있어 활용하기좋아요
2021.09.21,ㅠㅠ 진짜 예뻐요 원래 마냥 긴 가방 좋아했는데 너무 길지도 않고 딱 맞는 길이감 ! 심플해서 맨날 들고 다닙니당 친구들도 다 예쁘대요 ~
2021.09.18,생각보다 크지는 않았지만 좋았습니다 가격도 괜춘
2021.09.17,상품이 설명과 같아 아주 만족하고 너무 이뻐서 좋습니다
2021.09.17,가방 튼튼하고 좋아요 수납 공간도 나뉘어져 있어서 실용성 있어요
2021.09.16,노트북 잘 들어감 근데 노트북 케이스 씌우면 쪼큼 잘 안들어가긴하
2021.09.16,이전부터 갖고싶었는데 드디어 샀습미다 역시 좋아요
2021.09.15,너무이뻐용 6년만에 가방 바꿨는데… 다시 6년 써야지용
2021.09.13,리뷰 본대로 생각보단 작아도 크게 불편할정도는 아니네요
2021.09.09,사이즈도 제 덩치에 딱 적당하고 수납공간도 적당히 많아서 좋아요
2021.09.08,가방도 크고 가벼우며 수납공간도 많아서 좋아요
2021.09.06,남자친구 선물해줬는데 엄청 좋아해용 ㅋㅋ 잘 산 것 같아요
2021.09.05,"가방이 찢어져서 급하게 샀는데
급하게 산 거 치고 품질도 좋고 배송도 빨랐어요"
2021.09.04,"선물에 줬는데 덩치크면 살짝 미니미해보여요
보통 체격이나 저한테는 큽니다
가볍고 수납공간 많고 이뻐요"
2021.09.04,"디자인이 이뻐서 구매한건데 생각보다 크기도 안 작고 너무 만족스러워요 근데 수납공간이 충분해야 한다! 하시는 분들은 추천하지 않아요 ㅜ

제 키는 161인데 크기도 길이도 다 딱 적당했어요"
2021.09.01,"가방 없어서 샀는데 완전 만족 ㅠ
역시 칼하트는 짱이다"
2021.08.31,수납공간도 적당하고 크기도 만족스러워서 좋네여
2021.08.31,가방크기도 너무 크기 않아서 좋고 수납공간도 생각보다 넓은것같아요! 잘 쓰겠습니다
2021.08.30,많이 작지 않을까 걱정했었는데 데일리로 딱 적당한 사이즈인 것 같아요. 가장 중요한 게 노트북 수납이었는데 맥북 기준 16인치 사이즈도 딱 맞게 들어가요! 예쁘게 잘 쓰겠습니당
2021.08.30,"가격대비 만족스러워운 가방입니다.
무겁지않아 좋아요.
자녀 등교용 서브로 사용중입니다."
2021.08.26,가방이 탄탄해서 오래 쓸 수 있을 것 같고 수납공간도 넉넉하고 예뻐서 휘뚜루마뚜루 메고다니기 딱 좋아요
2021.08.25,검은색 가방 무난히 오래 들수있는 가방을 찾았는데 알맞게 산거 같아요
2021.08.18,원래 생각했던것보다 훨씬 크고 수납공간도 많아요
2021.08.17,가방 편햐요마니들어가고요 노트북도가능 추천합니다
2021.08.13,가방이 사진이랑은 다르네요 지퍼가 금색 아니라 회색이고 로고도 흰색 아니라 회색이에요
2021.08.12,일단 비싸도 칼하트라서 구매했구요 161 여자 기준으로 크기나 길이 완전 넉넉했습니다! 길이는 늘리면 개많이 늘어나요 그리구 늘릴때 줄일때 좀 많이 빡빡하고 잘 안 됩니다... 이거 하나 단점이네요 ㅜㅜ 이쁘긴 개이뻐요 왕추천
2021.08.10,가방 밑 면에 가죽처리 돼있어 모양 잘 잡힙니다 주머니 많아서 편해요
2021.08.10,그냥 적당한 검은색 가방을 찾고 있었는데 너무 만족해요 칼하트 로고도 귀엽고 수납공간도 넉넉합니다 :)
2021.08.05,말로 표현하자면 나쁘지않은 것 같네여. 그냥 가격대비 무난
2021.08.04,"데일리로 메고 다니기에 적당한 크기이고 수납공간도 적당하게 있어서 좋아요 또한, 디자인도 나쁘지 않네요ㅎㅎ"
2021.07.16,수납하는 부분이 많이 나눠있는게 아니지만 크기도 크고 좋아요 막 들고 다니기 좋을 듯 해요
2021.07.16,양쪽에 있는 주머니가 큼지막해서 담고 다니기 좋고 안에 공간도 널널해서 학교 갈 때 매기 딱좋아요!
2021.07.15,여자 고등학생이구요 가방은 진짜 가벼워요. 근데?? 안쪽에는 따로 수납공간이 별로 없어서 좀 아쉽네요.
2021.07.15,가방 너무 이쁘고 맘에 들어요~~첨샀는데 대만족입니다
2021.07.12,사이즈가 적당해서 들고 다니기 편해요 학교에서 쓰고 있는데 만족합니다
2021.07.07,왜 이제야 샀는지 후회되네요 빨리 살걸! 그 정도로 예쁘고 좋습니다!
2021.07.07,수납공간 넉넉하고 색감 이뻐서 좋네요 잘쓸게요
2021.07.02,작을줄알았는데 생각보다 커서 마음에 들었습니다
2021.06.27,앞쪽 수납공간이 마음에 들어서 구매했는데 수납공간도 넉넉하고 이뻐요
2021.06.25,크기도 적당하고 수납공간도 넉넉해서 잘 들고 다닐 것 같아요!
2021.06.24,백팩은 무거우면 손이 안 가는데 가볍고 수납공간도 적절하게 분리되어 있어서 좋아요. 노트북 수납도 가능해서 잘 쓰고 있습니다.
2021.06.24,지금까지 샀던 가방중에 가장 튼튼하고 가장 마음에 듭니다 !!
2021.06.23,ㅇㅖ쁘고 수납공간 많아서 좋습니다 학생분들에게 추천합니다
2021.06.23,칼하트 레거시 스탠다드 워크팩 좋아요. 수납공간도 많아요
2021.06.22,학원가방으로 사용하는데 좋아요 가볍고편합니다
2021.06.18,은근히 흔해서 오다가다 같은 가방을 많이 마주치긴 하지만 수납공간도 좋고 예뻐요 !
2021.06.17,후기엔 공간 넉넉하지 않다그랬는데 저정도면 일상생활하기에는 충분한 거 같아용
2021.06.14,엄청 편하고 좋아요 수납도 많고 편하게 들고 다니네여
2021.06.12,친구 생일 선물로 구매 친구가 예쁘대용 ㅋㄷ 무난템 ㅎ수납도 많대요
2021.06.12,적당히 크고 많이 들어가서 조하요 그리고 이뻐요
2021.06.12,사이즈 딱 좋아요 노트북도 잘 들어가고 수납공간도 넉넉해요 !
2021.06.08,칼하트 로고가 포인트로 들어가있는게 너무 이뻐여
2021.06.08,"수납공간이 나눠져서 좋았어요
거기다 텀블러 넣을수 있어서 더 좋았습니다"
2021.06.06,교복에 간단하게 메기에 좋아요 안에 수납공간도 충분하고 어깨에 무리도 안가서 노트북 넣고 다니기 좋습니다
2021.06.05,"운동용가방으로 굿이네요
칼하트 브랜드도이쁘고
너무좋네요."
2021.06.05,수납공간 많아서 정말 좋구 바닥면이 내구성이 튼튼해서 더 만족합니당
2021.06.04,좋아요 !! 친구들도 제꺼보고 이쁘다고 사겠다네요 ㅋㅋ
2021.06.01,좋은가격에 빠른배송 아들이 마음에 들어합니다.
2021.05.31,생각보다 큰 느낌은 아니라 남성분들이 착용했을 땐 작을 수도 있을 것 같아여 전 괜찮았음
2021.05.31,튼튼하고 무난하게 좋아요. 색감도 괜찮고 수납공간도 충분해요
2021.05.31,디자인도 이쁘고 공간도 넉넉해서 잘 매고 다녀요
2021.05.29,너무 크면 어쩌지 했는데 딱 적당하게 커서 전공책 넣기도 좋고 노트북 넣는 부분도 따로 있어서 넣고다니기 좋아요!
2021.05.29,사이즈는 생각했던것보다 작아요 빅스튜던트보다 작은 적도입니다 수납은 꽤 넉넉하게 들어갑니다 이뻐요
2021.05.29,"예쁘고 다 좋은데 가방 형태가 잘 안잡힐때가 있는점, 너무 흔한 가방인거가 아쉽네요"
2021.05.24,심플하게 이쁘고 수납공간도 잘되있어서 매우 만족합니다~
2021.05.20,"가격대비에.싸고 좋아요
잘이용하고잇어요
좋아요"
2021.05.15,크지도 작지도 않아서 너무 만족합니다. 색상도 마음에 들어요
2021.05.10,생각보다 위아래 길이는 짧고 넓이는 넓은 기분 그리고 가벼움
2021.05.07,생각보다 많이 작고 맸을때 핏도 예상과 많이 달라서 실망스럽긴 하지만 그런대로 크게 이상하진않은거같아서 그냥 매고 다니려합니다.
2021.05.05,수납 공간도 넉넉하고 가벼워서 마음에 듭니다. 출퇴근용으로 쓰려구요.
2021.05.02,칼하트 많이 매고 다녀서 샀는데 역시 칼하트네요
2021.04.28,사이즈 적당하고 가방 튼튼하고 디자인 맘에 들고 아주 좋아요
2021.04.24,사이즈도 크고 안에 수납공간도 많고 디자인도 데일리로 좋아요
2021.04.23,사진에사 보이는 것 만큼 적당한 크기에 적당한 색감이에요 만족해요
2021.04.19,맥북 에어 넣기 좋고 노트북 가방으로도 유용해요 수납공간 짱큼
2021.04.18,동생 입학 선물로 사줬는데 엄청 마음에 들오해요
2021.04.16,넉넉해서 많이 들어가고 노트북 칸이 두개라 패드도 따로 수납 가능한게 좋네요
2021.04.08,사진으로 나온것보다 조금 더 어두운 갈색입니다. 바지나 신발에 비슷한 톤의 브라운컬러 매치해서 톤온톤코디하면 예뻐요
2021.04.08,"생각 보다 약간 작은듯? 했지만
그래도 많이 넣고 다닐 생각은 아니라
괜찮은거 같습니다
할인가로 사는게 적당한것 같아요!"
2021.04.07,가방 들고 다니기 편하고 넉넉하고 예쁘네요 좋습니다
2021.04.05,모양이 넘 기엽고 학교 다니기에 메고 다니기 좋네요
2021.04.04,전에 쓰던 가방이 너무 낡아서 새로 샀는데 너무 마음에 들어요! 수납공간도 넓고! 최고
2021.04.01,심플하니 너무 예뻐요. 아이가 무척 만족해합니다~
2021.03.31,처음엔 작아보이는데 막상 넣어보면 다 들어가서 좋네요!
2021.03.22,"너무 가볍고 디자인 자체도 너무 심플하니 이뻐요~
수납공간도 넓어서 좋아요"
2021.03.20,작년부터 계속 살려고 벼르고있었는데 드디어 사게되서 너무좋아요
2021.03.20,생각했던 것보다 컸지만 그래도 여기저기 잘 쓰일 것 같네요
2021.03.18,옆에 달린 주머니 유용하고 수납공간이 많지는 않지만 여유있게 쓸수있는 정도
2021.03.10,역시 칼하트 !! 너무 이쁘게 잘 사용하고 있습니다 수납 공간도 깔끔해요 꼭 사세요 ㅠㅜ
2021.03.07,동생 선물해줬는데 생각보다 크진 않았어요. 그래도 깔끔하고 수납공간 좋아서 만족합니다!
2022.04.01,키가 180cm인데 사이즈 괜찮은거 같습니다
2022.04.01,예뻐요 깔끔한 가방 찾고 있었는데 잘산 거 같아용
2022.03.25,수납공간이 되게 넉넉해서 좋았어요 가방이 너무 클까봐 걱정했는데 사이즈도 적당했어요 여자분들이 사용하시는 게 좋을 것 같아요 남자분들한테는 좀 작을 것 같네요
2022.03.16,로고가 심플하고 깔끔해서 어떤 옷에도 잘어울려요
2022.03.12,생각햇던거처럼 이뻐용 심플 이즈더 베스트 실망시키지 않네요 칼하트
2022.03.12,대학생 아들한테 선물 주었는데 15인치 노트북 파우치에 넣어도 가방에 수납넉넉해요~~크기도 적당하고 브랜드 마크도 부담스럽지 않고 가방을 맸을때 은근 멋스럽네요~~어깨끈도 도톰해서 아프지 않아 너무 좋다고 하네요~~^^
2022.03.02,수납공간 넉넉하고 가방도 예뻐서 언제든지 메고다닐수 있어요
2022.02.23,수납공간도 많고 가볍고 무엇보다 어느옷에 매고다녀도 이뻐요!!
2022.01.19,"처음 봤을 때 약간 작은가 싶었는데 들고 다녀 보니까 물건도 많이 들어가고 사이즈 적당한 거 같아요 무게도 크게 무겁지 않고 깔끔해요 예뻐요 ????
다만 수납 공간이 효율적으로 나누어져 있지는 않은 거 같아요 한 공간에 수납하면 바로 옆이나 앞에 붙은 다른 공간을 쓰기가 불편한 그런 구조랄까…?
각 잡혀있어서 짐이 많거나 적어도 모양이 예쁘게 잡혀 있어서 좋았어요
가방 어깨 부분이 넓어서 어깨가 좁은 저는 빵빵한 옷이나 미끄러운 재질 옷 입으면 흘러내려서 가끔 불편했어요"
2022.01.07,"가방의 사이즈 가방 내부 공간, 등 밀착도, 스타일 다 좋음 남 녀 누구나 다 어울림"
2021.12.27,수납공간 넉넉하고 디자인도 이뻐서 메고다니기 좋음
2021.12.22,제가 키에비해 골격이 큰편이라 좀 작긴한데 수납자체는 널널해요 15인치 노트북 들어가고 전공책 3-4권은 넣는듯
2021.12.22,핏도 괜찮고 재질이며 사이즈 모두 나쁘지 않습니다
2021.12.10,"일단 예뻐요! (막 배송왔을때 찍었던 사진이라 살짝 뻣뻣한데 지금은 모양이 좀 잡혀서 더 이뻐요.)

키 159기준 가방 크기는 적당하지만 가방 조절끈이 살짝 위쪽에 있을 수 있어요.(사진첨부)
지퍼색이 신경쓰일 줄 알았는데 그런거보다 가방 무게가 쪼오오금 무거웠어요. 그리고 수납이 잘 되긴하지만 한칸 정도 더 있으면 하는 아쉬움이 남았어요. 그래도 텀블러는 옆에 잘 넣고 다닐 수 있어서 좋아요.

아 근데 인기 많은 가방인 만큼 지하철 탈 때 자주 보여서 의도치 않은 커플템이 되어버릴수도,,,??"
2021.12.08,예쁘고 수납공간 넉넉해서 좋은거 같아요. 만족합니다.
2021.11.07,역시나 예쁘고 배송이 너무 빨라용 좋아요 ㅎㅎ 절대 후회 안함
2021.09.26,너무 좋아용 꼭 사세요 다들 머무너무 이쁘네용 굿
2021.06.13,어떤 옷이든 잘어울리는거 같아요 가성비 완전 좋아요
2021.05.12,생각보다 작네요. 그래도 엄청 작지는 않아서 많이 메고 다닐 것 같긴해요.
2021.12.27,수납공간 넉넉하고 디자인도 이뻐서 메고다니기 좋음
2021.12.22,제가 키에비해 골격이 큰편이라 좀 작긴한데 수납자체는 널널해요 15인치 노트북 들어가고 전공책 3-4권은 넣는듯
2021.12.22,핏도 괜찮고 재질이며 사이즈 모두 나쁘지 않습니다
2021.12.10,"일단 예뻐요! (막 배송왔을때 찍었던 사진이라 살짝 뻣뻣한데 지금은 모양이 좀 잡혀서 더 이뻐요.)

키 159기준 가방 크기는 적당하지만 가방 조절끈이 살짝 위쪽에 있을 수 있어요.(사진첨부)
지퍼색이 신경쓰일 줄 알았는데 그런거보다 가방 무게가 쪼오오금 무거웠어요. 그리고 수납이 잘 되긴하지만 한칸 정도 더 있으면 하는 아쉬움이 남았어요. 그래도 텀블러는 옆에 잘 넣고 다닐 수 있어서 좋아요.

아 근데 인기 많은 가방인 만큼 지하철 탈 때 자주 보여서 의도치 않은 커플템이 되어버릴수도,,,??"
2021.12.08,예쁘고 수납공간 넉넉해서 좋은거 같아요. 만족합니다.
2021.11.07,역시나 예쁘고 배송이 너무 빨라용 좋아요 ㅎㅎ 절대 후회 안함
2021.09.26,너무 좋아용 꼭 사세요 다들 머무너무 이쁘네용 굿
2021.06.13,어떤 옷이든 잘어울리는거 같아요 가성비 완전 좋아요
2021.05.12,생각보다 작네요. 그래도 엄청 작지는 않아서 많이 메고 다닐 것 같긴해요.
2022.04.03,수납공간 매우 넉넉하구요. 어깨가 아프지도 않아요. 유용하게 잘쓰고 있습니다.
2022.04.01,윗부분은 천으로 되어있고 아랫부분은 가죽으로 되어있어요
2022.03.29,"깔꼼한 가방 사고 싶어서 샀어요! 노트북, 아이패드 널널하게 들어가고 수납 공간 많아서 좋아요"
2022.03.23,"깔끔하고 예뻐요 웬만한 책이랑 아이패드, 노트북은 다 들어가요"
2022.03.23,수납 공간 넉넉하고 심플해서 코디 매치하기 쉬워요!
2022.03.16,깔끔하고 무난해용 다만 수납할 공간이 여러개면 더 좋았을듯
2022.03.15,조금 작은 감이 없지 않아 있지만 예쁘 가방입니다!
2022.03.12,생각햇던거처럼 이뻐용 심플 이즈더 베스트 실망시키지 않네요 칼하트
2022.03.10,가방 사이즈가 적당한 게 가장 맘에 들었습니다 디자인도 마찬가지고요
2022.03.08,생각했던 것보다 더 이쁘고 튼튼해요 넣을거 별로 없어서 수납은 상관없었는데 딱이에여
2022.02.28,동생 입학선물로 사줬어요! 수납공간도 넓고 이뻐요
2022.02.25,"전공책 6개는 거뜬히 들어가고 가방도 튼튼해요
가방 자체의 무게도 가벼워서 편하게 쓸수있어요"
2022.02.23,심플해서 좋고 가벼워서 오래 매고다녀도 어깨가 안아플거같아요!!
2022.01.16,"일단 예뻐요!

키 159기준 가방 크기는 적당하지만 가방 조절끈이 살짝 위쪽에 있을 수 있어요.(사진첨부)
지퍼색이 신경쓰일 줄 알았는데 그런거보다 가방 무게가 쪼오오금 무거웠어요. 그리고 수납이 잘 되긴하지만 한칸 정도 더 있으면 하는 아쉬움이 남았어요. 그래도 텀블러는 옆에 잘 넣고 다닐 수 있어서 좋아요.

아 근데 인기 많은 가방인 만큼 지하철 탈 때 자주 보여서 의도치 않은 커플템이 되어버릴수도,,,??"
2022.01.13,사이즈가 살짝 작은감이있지만 너무 예뻐요 뉴발거랑 고민했는데 싸고 훨 나으네요
2021.12.27,수납공간 넉넉하고 디자인도 예뻐서 들고 다니기 좋아요
2021.12.22,핏도 괜찮고 재질이며 사이즈 모두 나쁘지 않습니다
2021.12.16,튼튼하고 노트북공간도 따로있어 좋고 나머지 수납공간도 넉넉해서 좋아요
2021.12.03,용량은 생각보다 적어요. 각이 잘 잡혀있고 활용도 높은 포켓이 많아서 좋은거같아요
2021.12.02,딱 적당하고 예뻐요 크기도 생각했던 정도? 살짝 작나 싶다가도 뭐 이정도면 무난합니다 책가방이나 간단하게 여행갈 때 좋을거같아요
2021.12.01,제품 좋습니다. 튼튼하고 많이파세요 또사려고요
2021.11.16,기방이 가볍고 수납 공간도 필요한 곳에 넉넉히 있어요. 밑에 덧대어 놓은 부분이라고 해야하나 아무튼 바닥과 닿는 곳운 재질이 다른데정말 마음에 들어요. 아무데나 놓고 다녀도 금방 닦아낼 수 있어서 좋아요!
2021.11.14,"수납공간도 많고 평상시에 들고다니기 좋은
백팩!"
2021.11.07,역시나 예쁘고 배송이 너무 빨라용 좋아요 ㅎㅎ 절대 후회 안함
2021.11.06,가방이 너무 귀엽고 이뻐요 수납공간도 적절하고 너무마음에 들어요
2021.11.02,생각보다 크지않고 수납공간도 분리되어있어서 좋습니다
2021.10.26,배송 빨라요! 전체적으로 무난합니다! 안에 수납공간이 한칸 더 나눠져있었음 더 좋았을 거 같아요!
2021.10.23,수납공간도 많고 들고다니기 딱 좋은 가방입니다
2021.10.17,"너무 좋습니다~~
15인치 노트북도 잘 들어가요
이 크기 중에서는 제일 마음에 들어요
얼릉 사세여~"
2021.10.04,백팩이 필요해서 이것저것 보다가 칼하트가 제일 예쁘고 무난해서 시켰습니다 아주 맘에 들어요
2021.09.29,작을줄 알았는데 생각보다 공간이 넉넉해서 다행이예요
2021.09.26,너무좋아여작고기엽고 좋아요 동생이 고딩인데 사주니깐 넘 좋아해요
2021.06.19,너무 이뻐요 진짜 솔직히 브랜드 백팩 중에 디자인 갑인 듯 엄마도 자꾸 넘 예쁘다고 잘 샀다 그러세요 수납공간도 넉넉해서 든든합니다 고민 말고 구입하시길~~~
2021.06.13,나쁘지 않아요 완전 편하고 여름에 가을에 입어도 될거깉이요
2021.05.20,튼튼하구 크기도 적당해요! 데일리로 잘 매고 다닐 것 같아요
2021.05.12,생각보다 작네요. 그래도 엄청 작지는 않아서 많이 메고 다닐 것 같긴해요.
2021.05.06,배송박스가 찌그러져서 처음에 당황했으나 다행히 상품에는 이상이 없고 생각했던것보단 각이 딱 있는 느낌은 아니었어요! 그래도 무난히 마음에 들어서 잘 쓰고있습니다
2021.05.04,그냥 무난하고 평범한 검정색 가방이에요. 가벼워서 좋고 앞주머니도 두 개라 좋습니다!
2021.04.15,예전 가방이 낡아서 이번에 새로 샀는데 매우 만족하면서 사용중입니다.
2021.04.15,엄청 가볍고 방수되는 재질이라서 좋아요. 생각보다 수납공간이 적긴 한데 가방 맸을 때 거북이처럼 안 돼서 좋아요.
2021.09.29,작을줄 알았는데 생각보다 공간이 넉넉해서 다행이예요
2021.09.26,너무좋아여작고기엽고 좋아요 동생이 고딩인데 사주니깐 넘 좋아해요
2021.06.19,너무 이뻐요 진짜 솔직히 브랜드 백팩 중에 디자인 갑인 듯 엄마도 자꾸 넘 예쁘다고 잘 샀다 그러세요 수납공간도 넉넉해서 든든합니다 고민 말고 구입하시길~~~
2021.06.13,나쁘지 않아요 완전 편하고 여름에 가을에 입어도 될거깉이요
2021.05.20,튼튼하구 크기도 적당해요! 데일리로 잘 매고 다닐 것 같아요
2021.05.12,생각보다 작네요. 그래도 엄청 작지는 않아서 많이 메고 다닐 것 같긴해요.
2021.05.06,배송박스가 찌그러져서 처음에 당황했으나 다행히 상품에는 이상이 없고 생각했던것보단 각이 딱 있는 느낌은 아니었어요! 그래도 무난히 마음에 들어서 잘 쓰고있습니다
2021.05.04,그냥 무난하고 평범한 검정색 가방이에요. 가벼워서 좋고 앞주머니도 두 개라 좋습니다!
2021.04.15,예전 가방이 낡아서 이번에 새로 샀는데 매우 만족하면서 사용중입니다.
2021.04.15,엄청 가볍고 방수되는 재질이라서 좋아요. 생각보다 수납공간이 적긴 한데 가방 맸을 때 거북이처럼 안 돼서 좋아요.
2022.04.02,무난해서 아무거나 다 잘 어울려요 구매 강추드립니다
2022.04.02,수납공간이 좀 아쉽지만 그냥저냥 예뻐서 씁니다!! 단점은.. 길 가다 이 가방 맨 사람 열에 아홉은 보는 거 같아용
2022.04.01,완전한 검정색은 아닌것 같아요 약간 회색끼가 돌아요
2022.03.29,"깔꼼한 가방 사고 싶어서 샀어요! 노트북, 아이패드 널널하게 들어가고 수납 공간 많아서 좋아요"
2022.03.24,심플하면서도 약간의 포인트를 주고 싶으신 분들은 반드시 구매하셨으면 좋겠습니다....!
2022.03.23,"깔끔하고 예뻐요 웬만한 책이랑 아이패드, 노트북은 다 들어가요"
2022.03.23,"수납 공간 엄청 넉넉하고 심플해서 너무 예뻐요!!
무게도 딱 괜찮은 것 같아요 가벼워요"
2022.03.18,생각보다 각이 덜 진 느낌..? 나머지는 다 좋았어요! 추천드려요
2022.03.17,"사이즈도 적당하고 튼튼합니다
가볍고 디자인도 괜찮네요"
2022.03.17,역시 칼하트!!! 나를 실망시키지 않는다니깐. 완전 잘 샀어요. 친구들이 다 부러워해요 무조건 사세요!
2022.03.16,심플하고 깔끔한 로고가 포인트에여 대학생 가방으로 잘쓸듯
2022.03.15,적당한 사이즈 가방이에요! 무난하니 어디에나 코디해도 예뻐요!
2022.03.12,통학하면서 들고다닐려고 샀는데 생각보다 이뻐요. 16인치 노트북도 잘 들어갑니다
2022.03.10,무게도 가볍고 디자인도 괜찮고 17인치 노트북 수납이 가능합니다
2022.03.07,진짜 이뻐요 너무 크지도 않고 딱 무난해서 잘 들고 다닐 거 같아요
2022.03.07,생각했던 것보다 더 이쁘고 튼튼해요 넣을거 별로 없어서 수납은 상관없었는데 딱이에욤
2022.03.05,가방 수납공간 많다고 들었는데 저는 머 그냥저냥 했어용 가방 자체는 가벼워서 좋은듯 그리고 예뻐용
2022.03.05,그렇게 안커보이고 수납은 아주 좋습니다. 너무 예뻐요.
2022.03.02,가방 가볍고 무난하고 생각보다 많이 들어가는데 수납공간이 한 칸정도 더 있었으면 하는
2022.02.28,동생 입학선물로 사줬어요! 수납공간도 넓고 이뻐요
2022.02.27,생각보다 작으니까 등판 넓은 남자분들은 고민하고 사세요
2022.02.26,심플하니 제가 딱 원하던 가방입니다 원래 칼하트 가방을 좋아해서 다른 모양을 가지고 있지만 이건 심플해서 더 잘 가지고 다닐거같아영
2022.02.25,"전공책 6개는 거뜬히 들어가고 가방도 튼튼해요
가방 자체의 무게도 가벼워서 편하게 쓸수있어요"
2022.02.23,어디든 다 잘어울리는 역시 칼하트 수납공간 최고!! 심플해서 너무 좋아요
2022.02.04,"끈조절이 약간 부족하긴 한데 그래도 잘쓰고 있습니다
책가방 하나 살까 하다가 남친이 선물해준다고 해서 진짜 잘쓰는중
본인 간호학과 학생인데 무거운 전공책 몇권 넣어도 끄떡없고 맥북 넣어도 진짜 튼튼함
양옆, 앞쪽에 수납공간 진짜 완전 많아서 보부상인 저에겐 너무나 유용한 가방
디자인도 심플하고 가방 자체가 유니크? 칼하트 백팩 동기들이 잘 안써서 겹칠 염려도 없음 암튼 굳 추천"
2022.02.02,실수로 잘못샀는데 크기가 약간 작은거 빼곤 수납공간도 많고 만족해요 책가방보단 그냥 가볍게 에코백처럼 들고다니는게 더 유용한 것같습니다
2022.01.28,막 메고 다닐 백팩 필요해서 샀는데 수납 공간 짱짱하니 짱이에용
2022.01.17,커플가방으로 맞췄는데 어디에나 다 잘 어울려서 잘 쓰고 있어요!
2022.01.16,"일단 예뻐요!

키 159기준 가방 크기는 적당하지만 가방 조절끈이 살짝 위쪽에 있을 수 있어요.

지퍼색이 신경쓰일 줄 알았는데 그런거보다 가방 무게가 쪼오오금 무거웠어요. 그리고 수납이 잘 되긴하지만 한칸 정도 더 있으면 하는 아쉬움이 남았어요. 그래도 텀블러는 옆에 잘 넣고 다닐 수 있어서 좋아요.

아 근데 인기 많은 가방인 만큼 지하철 탈 때 자주 보여서 의도치 않은 커플템이 되어버릴수도,,,??"
2022.01.13,백화점에서 고르다 무신사들어오니 칼하트가 제일 예쁘네요
2022.01.07,"깔끔하고 예뻐요
생각했던 것보다 사이즈가 많이 크지는 않아요"
2022.01.04,노트북이랑 전공책 담을 큰 가방이 필요했는데 딱이네요!ㅎ
2021.12.31,가방이 이쁜 것 같습니다. 편하고 좋은 것 같습니다.
2021.12.27,수납공간 넉넉하고 편하게 메고 다니기 좋습니다
2021.12.23,"공간 넉넉하고 작아보이지만 은근 공간이 넓음.
방수도 됨"
2021.12.22,착용할땐 좀 작긴한데 막상 수납공간은 쓸만큼 있어요~~
2021.12.22,핏도 괜찮고 재질이며 사이즈 모두 나쁘지 않습니다
2021.12.20,예쁘고 수납공간 넉넉해서 좋아요. 초반에 빵빵하게 핏 만들어주면 더 예뻐집니다.
2021.12.18,블프때 싸게 샀다 생각합니다. 세일할때 가방 사야한다면 추천
2021.12.11,가성비 좋습니다 어디에나 스타일링하기 좋아요
2021.12.11,워낙 좋아하는 브랜드이기도 하고 너무 만족함니다
2021.12.07,생각보다 커요 그런데 이뻐요 강추 합니다 꼭꼭 꼭
2021.12.03,블프할인사서 만족스럽고 칼하트 가방사고싶었는데 맘에 듭니다
2021.12.02,적당한 크기 맘에들어요 진짜 무난한 책가방 느낌 블프때 싸게 사서 맘에듭니다
2021.12.02,정말예쁩니다!사이즈도 잘어울리고 색깔도 맘들어요.!
2021.12.01,제품 좋습니다. 튼튼하고 많이파세요 또사려고요
2021.12.01,사이즈 적당한거 같아요. 이쁘게 쓰고 있습니다. 좋아요.
2021.11.30,엄청만족합니다 :) 생각보다 튼튼해요 그리고 수납공간도 적당히 좋아요
2021.11.30,가방이 많이 안커서 좋네요 수납공간많아요 좋아요
2021.11.30,밑에 바닥이 가죽으로 되어있어서 맘에들어요. 15.6인치 노트북은 뒤에 노트북 있는자리에 충분히 들어가는데 파우치가 커서 파우치에 넣고 가방에 넣으려면 앞쪽에 그냥 넣어야돼요 그래도 크기도 충분합니다!
2021.11.29,가볍고 크기도 적당히 커서 들고 다니기에 딱 좋아요
2021.11.27,작을까 고민했는데 예쁘네요 선명하고 무슨옷에도 잘받아요 새학기에 잘 메고 다닐것같아요
2021.11.27,생각보다 가벙이 좀 작네요. 곳곳에 주머니가 많아서 편리합니다
2021.11.25,수납공간 진짜 넉넉하고 사이즈도 적당해서 너무 마음에 들었어요 짱귀
2021.11.24,무난하게 메고 다니기 딱 좋은 가방! 칼하트니깐 튼튼하겠죠ㅔ
2021.11.23,가방이 필요했는데 정말 패션이랑 딱맞는 가방을 알맞게 산거같아 너무너무 좋네요! 이쁘게 쓰겠습니당~
2021.11.22,"생각했던 것보다 더 만족스러워요!!
가방도 튼튼하고 무엇보다 예뻐요!"
2021.11.22,가방 이쁘고 넉넉하고 튼튼하고 다좋아유 최고여
2021.11.21,너무너무 이뻐용 ㅠ 근데 수납공간이 좀 부족합니당
2021.11.16,예쁘고 가벼워요! 책도 무겁지 않을 정도는 충분히 들어갈 것 같아 잘 메고 다닐 것 같아요!
2021.11.16,"배송도 빠르고 사이즈도 적당해서 좋아요!
잘 쓰겠습니다~~~~"
2021.11.12,"수납공간도 많고 평상시에 들고다니기 좋은
백팩!"
