날짜,리뷰
2022.01.04,후기대로 사이즈는 작아요ㅠㅠ 옆에 아이패드 에어4 비교용으로 둬봤습니당 친구 선물로 샀는데 정말 좋아할 것 같아요ㅎㅎ
2021.12.31,허니제이 광고보고 괜찮아 보여서 선물해줬는데 좋아하네요ㅎㅎ
2021.12.29,"너무귀엽고이뻐용~
털까지있어서
4계절 내내 들기 좋아용♥?"
2021.12.29,너무 예쁘고 작은데 은근 많이 들어가네요 퍼 사은품으로 줄때 잘샀어요 ㅎㅎ
2021.12.29,"타 브랜드 블랙 호보백이 있어서 크림색 샀는데 진짜 개이뻐요 나일론 소재라 가죽에 비해 물건 넣고 꺼내기도 비교적 편하고 스트랩이 있어서 아우터 두꺼운 겨울에도 메기 편해요:)
물건도 많이 들어가는 편이에요"
2021.12.27,여자친구 선물로 사줬어요 사이즈가 생각보단 좀 작지만 좋아하네용ㅎㅎ
2021.12.25,"데일ㄹㅣ로 엄청 자주 할거같아요
다른색상 다 쟁여놓고 싶을정도ㅠㅠ
사은품으로 받은 퍼도 맘에들어요"
2021.12.24,"허제퇴근백 예뻐서 주문한지 이틀만에 겟 했습니다 가방이 정말 아담하고 예뻐요 근데 서비스로 주신 퍼 손잡이는.. 집에서 직장까지 10분 메고 벗었는데 똑딱이가 이미 가방에서 똑 떨어져 있더라고요.. 순간접착제로 붙일거예요.. 깔끔하게 떨어진거 보니까 추워서 그런것 같은데 오늘이 좀 춥긴했어요,, 메리크리스마스이브..."
2021.12.24,가볍게 데일리로 착용하기에 편한 스타일이에요!
2021.12.24,생각보다 작은데 소지품 많이 들어가요! 엄청 기대했는데 실제로 봐도 예뻐서 좋았어용
2021.12.23,스트랩도 귀엽고 가방크기도 적당해서 평소에 보부상인데 무리없이 들 수있을거같아요 ㅎㅎ 다른색상도 구매하고싶네요 ㅜㅜ 굉장히 짱짱해요
2021.12.22,"작고 귀엽고 펄도 뽀송한게 나름 귀엽습니다.

좋네요"
2021.12.22,생각보다 약간 작아서 당황했는데 그래도 귀엽고 좋아요
2021.12.22,진짜 너무너무 예쁘네요. 털도 복슬복슬 귀엽고 따뜻한 느낌이라 겨울에는 털끼고 잫 다닐거 같아요. 에어팟 크기 비교하세요~
2021.12.22,"사진이랑실물똑같구 너무이뻐용
폼폼이는제개인용소장품입니당
데일리로들고다니기좋고간편해용"
2021.12.20,휘뚜루마뚜루 들고다닐 가방이 필요했는데 마침 딱 가격대도 적당한 가방고른거같아 기분이 좋네요 오늘바로 매고나가볼려구요
2021.12.17,너무 예쁘고 깔끔해요 허니제이가방이라고 유명하던데 무난하게 어디든 잘 코디할 수 있을 것 같아요!
2021.12.15,"허니제이 퇴근가방이라고 해서 한번 사봤습니다
나일론 소재라서 스포티룩 또는 캐주얼룩에 잘 어울릴 것 같습니다
사이즈는 작습니다 소지품 몇가지를 넣고 다닐 수 있는 작은 가방입니다 꽤 괜찮네요"
2021.12.07,"생각보다 작아요ㅋㅋ
허니제이 퇴근가방 이뻐서 샀는데 이쁘긴 이쁘네여"
2021.11.28,"허니제이언니 가방이라서 샀어요ㅎㅎ
작고 앙증맞아요 ㅋㅋ"
2021.11.26,귀여워요 생각보다 이것저것 많이 들어가고 크로스로 하고다닐 수도 있어서 좋아요
2021.11.22,추가로 들어있는 로고 스트랩 디자인이 이쁩니다.
2021.11.21,"색이 좀 어둡게 나왔어용
받자마자 너무 맘에 든 가방임!!
저도 퇴근가방으로 들어야겠어요 ㅋㅋ"
2021.11.19,11/15일 예약배송 되기만을 목 빠지게 기다렸어요 ㅠㅠ ㅋㅋ 10만원 초반대로 좋은상품 겟 해서 행복해요 .. ?? 제 키가 큰 편인데 크로스끈이 엄청 긴 것도 행복하고 무엇보다 크로스끈에 스트레치엔젤스 문구 있는것도 넘 이뻐용 흑흑 ㅠㅠ 감사합니다!
2021.11.17,"가방이 작긴 작지만 그래도 들어갈 건 다 들어갑니다!
나일론이라 아주 가볍고 좋아요ㅎㅎ
만족합니당"
2021.11.17,선물용으로 샀는데 딱 필요한 물건들만 넣어서 휘뚜루마뚜루 들고 다니기 좋아요
2021.11.10,검정옷에 베이지색 운동화 자주 신는데 딱 입니다. 색감이 좋아요.
2021.11.08,"두번째 사진처럼 얇은 가방안에 들어있었습니다.
로고도 힙 하고 스트랩의 스트레치부분도 힙하네요.
사진에서 보시다시피 대기업 박음질이라 그런지 반듯하고 탄탄하네요. 좋습니당"
2021.10.29,"사이즈가 보기보단 작은데
그래도 가방을 메면 너무 예뻐요 ㅋㅋ
요즘 저의 최애 가방입니다아"
2021.10.21,"이것저것 다 들어가는 사이즈는 아니지만 립스틱, 지갑, 보조배터리 정도는 들어가는 사이즈에요 ! 트레이닝복에도 찰떡이고 캐주얼에도 잘 어울려용

+ 가방 스트랩은 하트 파니니 스트랩입니당"
2021.10.20,전부터 사고 싶었는데 세일을 안해서 계속 기다렸는데 세일을 해서 드디어 구매를 했어용 ~ 이뻐용 ~ 휘루룩 들고 다닐수 있어서 좋은것 같아요! 카드 지갑도 사은품으로 받아서 너무 좋아용 ~
2021.10.19,허니제이퇴근가방 너무너무 이쁘니다 그냥샀는데맘에드메
2021.10.17,작고 귀여운데 생각보다 수납은 넉넉하게 많이 들어가요 편하게 들고 다니기 좋아요
2021.10.15,좋네용 저렴하게 구매 했고 평상시에 잘들고 다닐것같구 판매자님 친절하게 안내 해주셔서 감사합니다!????????
2021.10.13,가방 색감도 너무 좋구요 실제로 보니 실물이 더 이뻐요!!!
2021.10.09,색감도 디자인도 너무 예쁘고 끈도 예쁜데 숄더끈은 너무 짧고 크로스는 너무 길어서 좀 수선하려구오
2021.10.02,호보백 구매하려던 찰나에 허니제이가 맨 가방으로 유명하길래 한 번 구매해봤습니다 ㅎㅎ 마카롱백이랑 고민하다가 나일론으로 구매했는데 만족해요! 수납도 화장품이랑 핸드폰 이것저것 잘 들어갈 거 같네요
2021.09.28,"작지만 소지품 이것저것 많이 들어갑니다.
활용도가 높아요"
2021.09.25,사진이랑 똑같아요 귀여워요 작은백은 오랜만인데 가볍게 들기에 좋아요
2021.09.21,가방끈이 두 개가 오기 때문에 두 가지버전으로 착용이 가능함!!!! 편하고 캐주얼한 느낌일때는 긴끈을 활용해 크로스로! 가격도 적당하고 로고도 예쁘고 완전 대만족입니당!!!! 데일리로 추천이요
2021.09.18,포장이 잘 되어오는게 맘에 들어요 가방케이스도 함께여서 더 좋은것 같아요
2021.08.19,실물이 예뻐요. 살짝 뒷면에 스크래치가 난 상태로 배송이 오긴 했어요.
2021.08.15,"수납공간이 엄청 넓은편은 아니지만 평소 갖고 다니는 화장품은 다 들어가서 좋아용
그리고 로고보이는 스트랩도 이쁘고 그냥 손으로 들어도 예쁨"
2021.09.18,포장이 잘 되어오는게 맘에 들어요 가방케이스도 함께여서 더 좋은것 같아요
2021.08.19,실물이 예뻐요. 살짝 뒷면에 스크래치가 난 상태로 배송이 오긴 했어요.
2021.08.15,"수납공간이 엄청 넓은편은 아니지만 평소 갖고 다니는 화장품은 다 들어가서 좋아용
그리고 로고보이는 스트랩도 이쁘고 그냥 손으로 들어도 예쁨"
2022.04.01,색도 진자 예쁘고 좋아요ㅠㅠ 생각보다 작지도않고 깔별로모으고싶음
2022.03.30,"생각했던 크기보다 좀 작았지만 만족해요! 특히 비오는날 그냥 물기 툭툭 털어내면 되서 넘 좋고, 스트랩도 가죽이고 중간에 이음새가 고정되어있지 않아서 더 편합니다 ~"
2022.03.26,"넘귀여워요! 데일리로 자주하고 다닐것 같아여ㅋㅋ
저희엄마가 쓰고싶다고하셔여ㅋㅋ"
2022.03.25,"생각보다 작으면 어쩌지 했지만 사이즈 너무 만족해오!
지갑이랑 팩트넣고도 넉넉합니다"
2022.03.19,Good!!! 마음에 쏙! 들어요! 배송은 늦었지만 그래도 만족합니당
2022.03.18,완전 귀여워요ㅠ 조금 작은 사이즈지맘 이런 가방은 뭐 보부상처럼 들고 다닐 거 아니니까요!
2022.03.17,진ㅋ자 마음에 듭니다 대신 끈 길이를 더 줄이고 싶은데 그게 안 되네요ㅠ
2022.03.16,스트랩이 두꺼워서 오래매고 있어도 어깨가 안아플거같아요!!
2022.03.16,예쁘게 잘 쓰고 있습니다. 색상이 매력이 있습니다.
2022.03.15,제가 갖고 싶은 아이템이었지만 친구 선물로 줬는데 마음에 들어했어요! 대일리로 쓰기 좋고 크기도 적당합니다
2022.03.15,여름에 출퇴근할때 가볍게 들고 다니기 좋을것같아오 긔여워요
2022.03.15,"사이즈도 딱 적당하고 재질도 너무 좋아용
스타일도 2개로 할수있어서 좋아요"
2022.03.12,생각보다 엄청 작네요ㅜㅡㅜ 그래도 이뻐서 만족합니다!
2022.03.12,친구 생일선물로 사줬는데 이쁘다고 좋아했슙니다~~!
2022.03.10,원래 미니백 좋아해서 이정도면 그렇게 작다고 생각안하고 넘 귀엽고 어떤스타일이든 잘 어울려요
2022.03.08,"생각 보다 작지만 그래도 이뻐요.
가볍게 챙겨서 들고나가기에 딱이예요"
2022.03.03,호보백 갖고 싶었는데 넘 예뻐서 보자마자 구매했어요! 가방은 작지만 은근 많이 들어가서 좋아요
2022.03.03,진짜 심플하고 어디에나 잘 어울리고 활용도 갑이에요 ㅠㅠ 웬만한건 다 들어가고 완전 애용중입니다
2022.02.28,리사이클이라 그런지 재질이 다른 색상보다는 단단하지 않아요 그래도 잘 매고 다니고있어요! 겨울에는 손시렵지 않게 펄을 달아서 가지고 다니니 정말 좋더라고요! 다른 색상도 구매하고싶어요~
2022.02.24,일단 손잡이에 퍼커버를 무료로 받을시기에 사서 너무 좋았구요. 퍼가 있으니까 확실히 다 이쁜 거 같아요 ㅋㅋㅠ수납력이 좋다곤 할 수 없지만 생각보다 수납력도 괜찮았어요. 색도 이쁘구요:) 봄에 벚꽃놀이 할 때 착용하면 더 이쁠 것 같아요
2022.02.23,"예전부터 사고싶었던 백이에요
조금 가방이 작은편이라 팩트나 휴대폰?정도로 가볍게 들고다니기 좋음!!"
2022.02.19,색이 진짜 딱 너무 예쁜 베이지색이에요. 수납공간도 넉넉하게 이것저것 다 들어가요! 핸드폰도 들어가고 너무 맘에 들어요 다른색상도 시고싶어요
2022.02.18,여기저기 들고다니기 딱이에요 스트랩도 있는데 그냥 드는게 더 예뻐요
2022.02.18,비슷한거 선물받아서 취소할까 하다 걍 받았는데 예뻐요 핑크러버라 매우 만족합니당
2022.02.17,동생 생일선물로 줬는데 좋아해서 다행이에요. 대신 생각했던 것보다도 더 작고 훨씬 더 작고 매우 작아서 잘 보고 사셔야합니다
2022.02.17,"선물 주려고 주문했는데~!!!
너무너무 예쁘다며~엄청 만족했어요!!!"
2022.02.15,한참고민하다가 구매했는데 너무 마음에 들어요!
2022.02.15,너무 예뻐영 귀염뽀짝 그 자체 고민하다가 샀는데 잘샀네여
2022.02.15,"너무 예뻐요 퀄리티도 짱짱하니
너무 좋네요. 잘 멜게요!"
2022.02.10,"가방은 만족 했습니다 선물하려구요
다만 포장이 조금 ㅜ 아쉬웠어요
가방보다 두어배 큰 상자에 덩그러니 있더라구요
배송되며 상단에 붙여둔 테이프도 양쪽으로 틑어져서 위에만 간신히 붙어있는 상태로 왔습니다
훼손은 안됐지만 완충제를 넣거나 가방 사이즈에 맞는 상자를 쓰시면 어떨까요...!"
2022.02.10,생각보다 더 작네요~ 그래도 너무 귀엽고 은근 수납도 꽤 들어가요~ 휘뚜르마뚜르 들기 좋은 호보백이에요
2022.02.08,"사진이랑 실물 똑같아요 예상했던대로
너무 마음에 들어여!"
2022.02.08,"너무 귀여운 사이즈에요
예뻐요 허니제이언니 퇴근백 넘넘 맘에 듭니다"
2022.02.06,생각보다 밝긴햇지만 여기저기 들기 좋을거같아요
2022.02.06,생각보다 좀 작은 사이즈이고 후리해보이는 스타일이라 놀라긴 했어요! 그래도 편하게 메고 다니기엔 나쁘지 않은데... 어깨끈 글자에 찍힘이 있어서 별 하나 뺐어요ㅠ 지퍼도 매끄럽진 않아서 개선되면 좋겠어요ㅎㅎ
2022.02.05,"수납공간이 넓지는 않지만 평소 많이 들고다니지 않으면 딱인것같아요
여기저기 들고다니기 편하고 잘어울리네요"
2022.02.05,배송은 무지빨리왓구요 화면이랑똑같아요 가볍고 이뿌고데일리로자주할거같아요 너무이뿝니다
2022.02.04,수납 공간은 좀 부족한데 진짜 너무 예뻐요ㅠ 사계절 다 유용하게 사용할듯
2022.02.04,작아보여서 별로 안들어갈거같았는데 생각보다 많이 들어가용 크로스도 되고 핸드백도 돼서 편하고 좋습니당 크로스 끈 디자인이 너무 이뻐용 ㅠ
2022.02.04,"어깨끈이 조금 길어요
디자인 스타일은 다좋습니다"
2022.01.27,"가볍게 들고 다니기 좋아보였어요. 진짜 가볍긴 하구요ㅎ 모양은 사각형태로 좀 각이 잡혔네요. 물건 꺼내고 넣을때 지퍼에 손이 좀 쓸려요. 크로스끈이 이뻐요. 포인트되서 좋아요. 폰, 작은지갑, 그외 이것저것 그래도 어느정도는 들어가요."
2022.01.24,편하고가볍고데일리로좋아요 너무귀여움 다른색도사야겟음
2022.01.23,예뻐요?? 질도 튼튼하구 생각보다 많이 들어가요 여행내내 휘뚜루 마뚜루 들고다녔어요
2022.01.22,여자친구 사줬는데 간편하게 들고 다니기 좋다고 좋아하네요 :)
2022.01.21,나름 수납공간도 여유있고 아무옷에나 잘 어울려서 좋아요!
2022.01.19,"내부에 수납공간이 좁은편이네요 공간분리없고
옆 너비가좁아서 어쩔수없지만 색깔도 밝고
그레이백이 필요해서 눈여겨보고있던차에 품절뜨고ㅜ
아쉬워서 풀리자마자구매했어여
근데 스트레치엔젤스다른백도 갖고있는데 끈고리가 되게 잘끊어지거든요 두개샀는데 일년만에 둘다끊어져서 수리하는데가서 본드로붙였고 ㅜ그래서 안돌아감ㅜ 얘는 가방자체가 가벼워서 그걱정은덜한데..혹시나 똑같이 끊어질까봐 걱정되긴하네여 돌아가서 끈꼬이는걸 쉽게풀수있는건좋지만..ㅜ 쓰다보면헐거워져서 고려좀해주세여
여튼 가방자체는사진이랑 똑같고 이쁨"
2022.01.16,친구 선물로 사준건데 친구가 정말 맘에들어해요 ! 저도 하나 구매할까봐요 ㅎㅎ
2022.01.13,허니제이선생님 따라서 샀어요 편하게 여기저기 들기 좋음
2022.01.07,별기대안햇는ㄷ데 되게 예쁘더라구요 휘뚜루마뚜루 잘 들것같아요
2022.01.05,가방 크기가 조금 작기는 하지만 여기 저기 잘 매치할 수 있을 것 같아요
2021.12.31,좋아요 편하게 메고 다니기도 좋고 생각보다 가벼워요.
2021.12.29,"친구선물로 샀어요.
마음에 들어하니 뿌듯합니다.^^
스타일후기두올릴게용"
2021.12.29,예쁘고 검은색이라 어디든지 매치가능하고 퍼도 탈부착되어서 좋아요 ~!
2021.12.29,진짜 크림색 대존예니까 크림색 사세여 완전 귀여움
2021.12.25,다른 색상도 구매하고 싶을 정도로 맘에들고 애용할듯
2021.12.25,여자친구 선물로 사줬어요 사이즈가 생각보단 좀 작지만 좋아하네용ㅎㅎ
2021.12.24,"허제퇴근백 예뻐서 주문한지 이틀만에 겟 했습니다 가방이 정말 아담하고 예뻐요 근데 서비스로 주신 퍼 손잡이는.. 집에서 직장까지 10분 메고 벗었는데 똑딱이가 이미 가방에서 똑 떨어져 있더라고요.. 순간접착제로 붙일거예요.. 깔끔하게 떨어진거 보니까 추워서 그런것 같은데 오늘이 좀 춥긴했어요,, 메리크리스마스이브..."
2021.12.24,가볍게 데일리로 착용하기에 편한 스타일이에요.
2021.12.24,기대했는데 너무 예뻐요! 색도 약간 아이보리라서 부담없이 들 수 있을 거 같아요
2021.12.23,굉장히 짱짱하고 보부상임에도 불구하고 크기가 적당해서 짐이 다 들어가네요 ㅎㅎ 다른색상도 구매하고싶습니다
2021.12.22,"줄을 길게도 짧게도 할 수 있어서 편합니다

검은색이라 때도 안탈것같아요"
2021.12.22,너무 귀여워서 동생이 좋아하고 잘 들고 다닐것 같다고 하는데 생각보다 조금 작아서 당황했어요
2021.12.22,진짜 너무너무 구매하고 싶었는데 이번에 손잡이 부분에 털 준다고 해서 샀어요 너무 예쁘네요 진작 살걸
2021.12.22,허니제이 착용한거 보고 구매했는데 데일리로 들고다니기 좋은거 같아요
2021.12.21,호보백이 아무래도 유행탈거같아서 고가 제품을 구매하기엔 걱정되었는데 제가 지불할수있는 가격대라서 구매했습니다! 소재가 반질반질해서 너무 저렴해보일까 걱정했는데 만족스럽네요
2021.12.17,너무 예뻐요ㅠㅠ 어떤 옷이든 무난하게 다 소화할 것 같고 리사이클이란 점이 마음에 들어요!
2021.12.17,선물했는데 좋아합니다. 휘뚜루마뚜루 탬이에요
2021.12.15,가벼워서 편하고 크기에 비해서 수납공간도 좀 있는 편이라 좋습니다.
2021.12.15,나일론 소재라 가볍고 튼튼해서 오래 사용 가능할 것 같아요.
2021.12.14,작은 가방이 필요했는데 너무 잘 쓰고 있습니다 손잡이 부분도 편하고 슥슥 들고 다니기 좋아요
2021.12.08,귀여워서 좋은것같아요 작아도 들어갈껀 다들어가네요
2021.12.07,생각보가 많이 작아요 장지갑 넣으면 공간잌ㅋ없음 그래도 이쁘니까 이뻐용
2021.11.26,선물용으로 샀는데 실물이 엄청 예쁘고 어디든 잘 어울릴거같아요~
2021.11.23,"생각보다 작은 느낌이 있지만 간단하게 들고다니기에 딱 좋아요!
스트릿패션 좋아하시면 추천드려요!"
2021.11.23,"진짜 너무 예쁘고 요새 이것만 메고 다녀요 ,, 캐주얼이나 정장에 휘뚤마뚤 메도 이쁘고 ㅠㅠ 크로스 끈 진짜 길어서 넘 조아요 사랑해요 ??"
2021.11.22,나일론 소재라 가볍고 더블 스트렙인 부분도 너무 마음에 드네요 :)
2021.11.21,"호보백 필요했는데 크기도 딱임
검정살까하다가 베이지가 은근 코디하기 좋대서
친구추천받아서 샀으여 결과는 만족"
2021.11.18,배송도 정말 빨랐고 사이즈도 딱 정해서 만족합니다
2021.11.18,간단하게 들수있는 가방이 필요해서 구매했는데 크로스 숄더도 되고 가볍기도 해서 요즘 이것만 드는것 같습니다 ㅎㅎ
2021.11.17,작고 귀여운게 지퍼가 있어서 물건 흘러내릴 걱정 하지 않을 수 있어서 좋아요 ㅎㅎ
2021.11.17,선물용으로 샀는데 딱 필요한 물건들만 넣어서 휘뚜루마뚜루 들고 다니기 좋아요
2021.11.12,오래기다렸지만 너무 귀엽고 만족합니당 이쁘게 메고 다닐세요!
2021.11.10,줄이 길다는 소리가 있었는데 고객의 소리가 반영이 된건가 끈길이가 괜찮네요.
2021.11.08,"데일리로 백이 될거같아요.
블랙은 국룰.
넘 이뿌네요 호보백,
체인이 한줄 더 잇었다면 활용하기 더 좋았을듯 해요.
생각보다 미니미 한 사이즈라 더 좋네요.
예쁩니다 후회안해요 좋아요."
2021.11.05,기대한만큼 진짜 예뻐요! 아마 맨날 매고 다닐 거 같아요!!! 다른 색도 구매할 예정입니당!!!
2021.11.03,"생각보다 사이즈가 너무 작았어요 근데 이건 상세샷 제대로 안읽은 제 불찰 ,,, 그냥 휘뚜루 마뚜루 가방으로 좋아요"
2021.11.01,"생각보다 더 작아서 살짝 아쉽지만, 작아서 귀엽고 예쁘네요,"
2021.10.23,"크로스줄이 최대로 줄여도
너무 길어요 ㅜㅜ
작은키도 아닌데
고민이네요 오떻게 줄이나 ㅜ"
2021.10.22,"생각했던 크기이면서도 생각했던 크기보다 작은거같기도하고 그래도 가방자체는 엄청 이뻐요
리사이클이란걸 결제 직전에 알아서 고민했는데 이런 디자인에 크로스로 맬수있다는 장점때문에
구매했어요"
2021.10.20,전부터 사고 싶었는데 세일을 안해서 계속 기다렸는데 세일을 해서 드디어 구매를 했어용 ~ 이뻐용 ~ 휘루룩 들고 다닐수 있어서 좋은것 같아요!
2021.10.19,허니제이 퇴근가방이라서 그냥 샀어요 이쁩니댱
2021.10.14,생각한것보다 더 맘에 들어요 !! 가격도 저렴하고 퀄리티좋음~!
2021.10.13,"사이즈도 적당하고 실물이
더 이뻐요! 자주 메고 다니기 부담 없고 좋네여ㅎㅎ"
2021.10.13,지갑이랑 간단한 화장품 정도는 들어갈 크기에요 ! 귀염뽀짝해서 어디든지 잘 어울릴거 같아요 ??
2021.10.11,"생일선물로 줬는데 너무너무 맘에 들어했습니다
귀엽고 이뻐요!!"
2021.10.09,크기가 작긴하지만 알차게 다 들어가고 디자인이 너무 예뻐요ㅠ 크러스끈이 좀 길어서 수선하려구요
2021.10.08,가볍고 마감도 튼튼하게 잘되어 있어서 편하게 들고 다닐 것 같아요.
2021.10.08,스트랩이 두개로 구성되어 있어서 다양하게 연출 가능한 점이 맘에 드네요.
2021.10.05,it's so cute. i like it so much!
2021.10.02,"검은색 호보백이라 아무 옷에나
휘뚜루 마뚜루 들기 좋을 거 같아요~ 쿠폰이랑 적립금 사용해서 가격도 싸게 샀네요"
2021.09.27,"생각보단 작은데 소지품은 많이 들어가요
크로스스트랩은 최소길이도 좀 긴것같아서 5센치정도 수선하려구요"
2021.09.26,"수납공간도 적절하구요
크기도 적당 하고 무게도 가벼운편입니당"
2021.09.25,사진이랑 똑같아요 귀여워요 작은백은 오랜만인데 가볍게 들기에 좋아요
2021.09.18,친구에게 선물하려고 주문했는데 빨리와서 넘 좋았고 실제로 보면 더 귀여워요! 가방 부분이 가죽이 아니라서 애매할거같았는데 오히려 매력있네요~
2021.09.09,소재도 엄청 좋고 어떤 옷에도 매치가 가능해서 좋습니다
2021.08.28,실물이 더 예뻐요 손잡이 스트랩은 생각보다 짧아서 긴 스트랩을 더 많이 활용할 것 같아요! 생각보다 아무데나 잘 어울려요 ㅎㅎ
2021.08.22,스트랩은 좀 짧지만 가방이 튼튼하고 가지고다니기 좋아요
2021.08.19,가방 뒷부분에 살짝 스크래치 난 상태로 배송이 왔어요..
2021.08.15,"수납공간이 엄청 넓은편은 아니지만 평소 갖고 다니는 화장품은 다 들어가서 좋아용
그리고 로고보이는 스트랩도 이쁘고 그냥 손으로 들어도 예쁨"
2021.09.27,"생각보단 작은데 소지품은 많이 들어가요
크로스스트랩은 최소길이도 좀 긴것같아서 5센치정도 수선하려구요"
2021.09.26,"수납공간도 적절하구요
크기도 적당 하고 무게도 가벼운편입니당"
2021.09.25,사진이랑 똑같아요 귀여워요 작은백은 오랜만인데 가볍게 들기에 좋아요
2021.09.18,친구에게 선물하려고 주문했는데 빨리와서 넘 좋았고 실제로 보면 더 귀여워요! 가방 부분이 가죽이 아니라서 애매할거같았는데 오히려 매력있네요~
2021.09.09,소재도 엄청 좋고 어떤 옷에도 매치가 가능해서 좋습니다
2021.08.28,실물이 더 예뻐요 손잡이 스트랩은 생각보다 짧아서 긴 스트랩을 더 많이 활용할 것 같아요! 생각보다 아무데나 잘 어울려요 ㅎㅎ
2021.08.22,스트랩은 좀 짧지만 가방이 튼튼하고 가지고다니기 좋아요
2021.08.19,가방 뒷부분에 살짝 스크래치 난 상태로 배송이 왔어요..
2021.08.15,"수납공간이 엄청 넓은편은 아니지만 평소 갖고 다니는 화장품은 다 들어가서 좋아용
그리고 로고보이는 스트랩도 이쁘고 그냥 손으로 들어도 예쁨"
2022.03.26,"색 화면 그대로고 예뻐요
근데 나일론 이라서 그런지 잘 모르겠는데 먼지가 많이 붙고 안에 수납이 하나라도 나눠져 있지 않은게 약간 아쉬워요"
2022.02.28,"색상도 튀고
포인트가방으로 괜찮아용
그리고 가방에 따로 크로스로도 메라고주는
가방끈이 따로 있는데 벌써 더러워져서
마음이 아프네요ㅠㅜ
새가방이랑 들고다닌횟수도 별로안되는데
크로스끈이 소재가 호보백소재같은
나일론이아니라 가죽이여서 그런것같아요
그래도
이왕산거 이쁘게 잘들고다니려구요
신경써서 관리만 잘해주려구요!"
2022.03.26,"색 화면 그대로고 예뻐요
근데 나일론 이라서 그런지 잘 모르겠는데 먼지가 많이 붙고 안에 수납이 하나라도 나눠져 있지 않은게 약간 아쉬워요"
2022.02.28,"색상도 튀고
포인트가방으로 괜찮아용
그리고 가방에 따로 크로스로도 메라고주는
가방끈이 따로 있는데 벌써 더러워져서
마음이 아프네요ㅠㅜ
새가방이랑 들고다닌횟수도 별로안되는데
크로스끈이 소재가 호보백소재같은
나일론이아니라 가죽이여서 그런것같아요
그래도
이왕산거 이쁘게 잘들고다니려구요
신경써서 관리만 잘해주려구요!"
2022.03.26,"색 화면 그대로고 예뻐요
근데 나일론 이라서 그런지 잘 모르겠는데 먼지가 많이 붙고 안에 수납이 하나라도 나눠져 있지 않은게 약간 아쉬워요"
2022.03.22,선물으로 사줬는데 친구가 좋아해요ㅎㅎ 너무 다행입니다
2022.03.12,"진짜 너무 유니크 해요ㅎ
후드집업에 입어도 잘 어울리고 힙한 룩에 입어도
잘 어울립니다?? 그냥 후드집업에 청바지만 입고
가방을 매줬는데 너무 잘 어울렸어요"
2022.03.05,생각햇던것보다 작앗지만 귀여워여 데일리로 잘 들고 다닐거같아여
2022.03.02,"작은 가방을 좋아해서 사이즈는 마음에 들어요!
귀여워서 홀려서 구경왔다가 더 귀여운거
사은품 준다고 해서 홀려서 구매했는데
실제로 봐도 귀엽네용

사은품은 에어팟이나 넣고 다녀야지 했는데
받아보니 2세대 케이스 낀 상태에서 들어가긴하는데
빼는게 너무 힘들고 에어팟 케이스 빼고 넣으면
빼다가 날려먹을거 같아 그냥 립밤이나 동전 넣어 쓸까해요

색감도 귀여워요
메인 가방 바닥 마감처리가 좀 아쉬워요
바닥을 볼일은 없겠지만 의류쪽은 막 쓰는 스타일이라
금방 헤지면 어쩌지 상태의 마감이에요ㅠ

이건 같은 가격대 다른 가방들 마감처리랑 비교가 되서ㅠ"
2022.02.25,"ㄱㄱ ㅑ~ 너무 맘에 들어요. 작은 거는 알고 샀고, 사은품 종료되기전에 서둘러 구매했는데 같은 색상으로 보내주신 거 감사합니다. ㅎ 실제 색상은 생각보다 쨍하지 않았어요. 완전 쨍한 원색적인 오렌지인줄 알았는데 약간 화이트 섞인 여리여리한 오렌지 컬러입니다. 그냥 들어도 예쁘고 스트랩으로 매도 넘 예뻐요. 진짜 잘 산 거 같아요. ㅎ

근데 박스가 너무 처참한 상태로 왔;;"
2022.02.23,너무너무 예뻐요! 깔별로 다 사고싶을만큼 ㅠ 데일리로 잘 들고 다닐것 같아용 ~!
2022.02.21,"상품받을때
가방걸이(철부분?)에기스가 살짝있긴있었는데
이미들고 밖에돌아다녀서 그냥 잘메고다니려구용
가방은진짜진짜이뻐요
쪼그만한 가방도같이주셔서
잘쓰고있고
그리고나일론이여서 종잇장처럼 구겨지는 가방보다좋아요
주변사람들도
귀엽고,이쁘다고하더라구요
가방이닮고문드러질때가지잘들고다닐게용♡"
2022.02.21,"귀여워요특히미니호보백이
귀여운맛에달고다녀용
립밤하나들어갈정도로작아서별쓸모는없을것같은데"
2022.02.18,가방 깜찍하고 귀여워요 생각보다 물건많이들어가요
2022.03.26,"색 화면 그대로고 예뻐요
근데 나일론 이라서 그런지 잘 모르겠는데 먼지가 많이 붙고 안에 수납이 하나라도 나눠져 있지 않은게 약간 아쉬워요"
2022.03.22,선물으로 사줬는데 친구가 좋아해요ㅎㅎ 너무 다행입니다
2022.03.12,"진짜 너무 유니크 해요ㅎ
후드집업에 입어도 잘 어울리고 힙한 룩에 입어도
잘 어울립니다?? 그냥 후드집업에 청바지만 입고
가방을 매줬는데 너무 잘 어울렸어요"
2022.03.05,생각햇던것보다 작앗지만 귀여워여 데일리로 잘 들고 다닐거같아여
